HEADER_TIME_STAMP,START_TIME,STOP_TIME,PID,ANNOTATION_LABELS,FINEST_ACTIVITIES,MUSS_22_ACTIVITIES,MUSS_3_POSTURES,MUSS_6_ACTIVITY_GROUPS,MDCAS,RIAR_17_ACTIVITIES,SEDENTARY_AMBULATION_CYCLING,MUSS_22_ACTIVITY_ABBRS
2015-09-24 15:04:25.600,2015-09-24 15:04:25.600,2015-09-24 15:04:38.400,SPADES_1,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:04:38.400,2015-09-24 15:04:38.400,2015-09-24 15:04:51.200,SPADES_1,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:04:51.200,2015-09-24 15:04:51.200,2015-09-24 15:05:04.000,SPADES_1,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:05:04.000,2015-09-24 15:05:04.000,2015-09-24 15:05:16.800,SPADES_1,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:05:16.800,2015-09-24 15:05:16.800,2015-09-24 15:05:29.600,SPADES_1,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:05:29.600,2015-09-24 15:05:29.600,2015-09-24 15:05:42.400,SPADES_1,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:05:42.400,2015-09-24 15:05:42.400,2015-09-24 15:05:55.200,SPADES_1,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:05:55.200,2015-09-24 15:05:55.200,2015-09-24 15:06:08.000,SPADES_1,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:06:08.000,2015-09-24 15:06:08.000,2015-09-24 15:06:20.800,SPADES_1,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:06:20.800,2015-09-24 15:06:20.800,2015-09-24 15:06:33.600,SPADES_1,outdoors telling story walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:06:33.600,2015-09-24 15:06:33.600,2015-09-24 15:06:46.400,SPADES_1,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:06:46.400,2015-09-24 15:06:46.400,2015-09-24 15:06:59.200,SPADES_1,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:06:59.200,2015-09-24 15:06:59.200,2015-09-24 15:07:12.000,SPADES_1,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:07:12.000,2015-09-24 15:07:12.000,2015-09-24 15:07:24.800,SPADES_1,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:07:24.800,2015-09-24 15:07:24.800,2015-09-24 15:07:37.600,SPADES_1,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:07:37.600,2015-09-24 15:07:37.600,2015-09-24 15:07:50.400,SPADES_1,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:07:50.400,2015-09-24 15:07:50.400,2015-09-24 15:08:03.200,SPADES_1,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:08:03.200,2015-09-24 15:08:03.200,2015-09-24 15:08:16.000,SPADES_1,biking outdoors,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:08:16.000,2015-09-24 15:08:16.000,2015-09-24 15:08:28.800,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:08:28.800,2015-09-24 15:08:28.800,2015-09-24 15:08:41.600,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:08:41.600,2015-09-24 15:08:41.600,2015-09-24 15:08:54.400,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:08:54.400,2015-09-24 15:08:54.400,2015-09-24 15:09:07.200,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:09:07.200,2015-09-24 15:09:07.200,2015-09-24 15:09:20.000,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:09:20.000,2015-09-24 15:09:20.000,2015-09-24 15:09:32.800,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:09:32.800,2015-09-24 15:09:32.800,2015-09-24 15:09:45.600,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:09:45.600,2015-09-24 15:09:45.600,2015-09-24 15:09:58.400,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:09:58.400,2015-09-24 15:09:58.400,2015-09-24 15:10:11.200,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:10:11.200,2015-09-24 15:10:11.200,2015-09-24 15:10:24.000,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:10:24.000,2015-09-24 15:10:24.000,2015-09-24 15:10:36.800,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:10:36.800,2015-09-24 15:10:36.800,2015-09-24 15:10:49.600,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:10:49.600,2015-09-24 15:10:49.600,2015-09-24 15:11:02.400,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:11:02.400,2015-09-24 15:11:02.400,2015-09-24 15:11:15.200,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:11:15.200,2015-09-24 15:11:15.200,2015-09-24 15:11:28.000,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:11:28.000,2015-09-24 15:11:28.000,2015-09-24 15:11:40.800,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:11:40.800,2015-09-24 15:11:40.800,2015-09-24 15:11:53.600,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:11:53.600,2015-09-24 15:11:53.600,2015-09-24 15:12:06.400,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:12:06.400,2015-09-24 15:12:06.400,2015-09-24 15:12:19.200,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:12:19.200,2015-09-24 15:12:19.200,2015-09-24 15:12:32.000,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:12:32.000,2015-09-24 15:12:32.000,2015-09-24 15:12:44.800,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:12:44.800,2015-09-24 15:12:44.800,2015-09-24 15:12:57.600,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:12:57.600,2015-09-24 15:12:57.600,2015-09-24 15:13:10.400,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:13:10.400,2015-09-24 15:13:10.400,2015-09-24 15:13:23.200,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:13:23.200,2015-09-24 15:13:23.200,2015-09-24 15:13:36.000,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:13:36.000,2015-09-24 15:13:36.000,2015-09-24 15:13:48.800,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:13:48.800,2015-09-24 15:13:48.800,2015-09-24 15:14:01.600,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:14:01.600,2015-09-24 15:14:01.600,2015-09-24 15:14:14.400,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:14:14.400,2015-09-24 15:14:14.400,2015-09-24 15:14:27.200,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:14:27.200,2015-09-24 15:14:27.200,2015-09-24 15:14:40.000,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:14:40.000,2015-09-24 15:14:40.000,2015-09-24 15:14:52.800,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:14:52.800,2015-09-24 15:14:52.800,2015-09-24 15:15:05.600,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:15:05.600,2015-09-24 15:15:05.600,2015-09-24 15:15:18.400,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:15:18.400,2015-09-24 15:15:18.400,2015-09-24 15:15:31.200,SPADES_1,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:15:31.200,2015-09-24 15:15:31.200,2015-09-24 15:15:44.000,SPADES_1,biking outdoors walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:15:44.000,2015-09-24 15:15:44.000,2015-09-24 15:15:56.800,SPADES_1,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:15:56.800,2015-09-24 15:15:56.800,2015-09-24 15:16:09.600,SPADES_1,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:16:09.600,2015-09-24 15:16:09.600,2015-09-24 15:16:22.400,SPADES_1,outdoors texting walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:16:22.400,2015-09-24 15:16:22.400,2015-09-24 15:16:35.200,SPADES_1,outdoors texting walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:16:35.200,2015-09-24 15:16:35.200,2015-09-24 15:16:48.000,SPADES_1,outdoors walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:16:48.000,2015-09-24 15:16:48.000,2015-09-24 15:17:00.800,SPADES_1,vending machine walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:17:00.800,2015-09-24 15:17:00.800,2015-09-24 15:17:13.600,SPADES_1,standing vending machine walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:17:13.600,2015-09-24 15:17:13.600,2015-09-24 15:17:26.400,SPADES_1,standing vending machine,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:17:26.400,2015-09-24 15:17:26.400,2015-09-24 15:17:39.200,SPADES_1,walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:17:39.200,2015-09-24 15:17:39.200,2015-09-24 15:17:52.000,SPADES_1,walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:17:52.000,2015-09-24 15:17:52.000,2015-09-24 15:18:04.800,SPADES_1,walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:18:04.800,2015-09-24 15:18:04.800,2015-09-24 15:18:17.600,SPADES_1,walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:18:17.600,2015-09-24 15:18:17.600,2015-09-24 15:18:30.400,SPADES_1,walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:18:30.400,2015-09-24 15:18:30.400,2015-09-24 15:18:43.200,SPADES_1,telling story walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:18:43.200,2015-09-24 15:18:43.200,2015-09-24 15:18:56.000,SPADES_1,telling story walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:18:56.000,2015-09-24 15:18:56.000,2015-09-24 15:19:08.800,SPADES_1,walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:19:08.800,2015-09-24 15:19:08.800,2015-09-24 15:19:21.600,SPADES_1,frisbee,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:19:21.600,2015-09-24 15:19:21.600,2015-09-24 15:19:34.400,SPADES_1,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:19:34.400,2015-09-24 15:19:34.400,2015-09-24 15:19:47.200,SPADES_1,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:19:47.200,2015-09-24 15:19:47.200,2015-09-24 15:20:00.000,SPADES_1,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:20:00.000,2015-09-24 15:20:00.000,2015-09-24 15:20:12.800,SPADES_1,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:20:12.800,2015-09-24 15:20:12.800,2015-09-24 15:20:25.600,SPADES_1,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:20:25.600,2015-09-24 15:20:25.600,2015-09-24 15:20:38.400,SPADES_1,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:20:38.400,2015-09-24 15:20:38.400,2015-09-24 15:20:51.200,SPADES_1,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:20:51.200,2015-09-24 15:20:51.200,2015-09-24 15:21:04.000,SPADES_1,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:21:04.000,2015-09-24 15:21:04.000,2015-09-24 15:21:16.800,SPADES_1,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:21:16.800,2015-09-24 15:21:16.800,2015-09-24 15:21:29.600,SPADES_1,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:21:29.600,2015-09-24 15:21:29.600,2015-09-24 15:21:42.400,SPADES_1,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:21:42.400,2015-09-24 15:21:42.400,2015-09-24 15:21:55.200,SPADES_1,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:21:55.200,2015-09-24 15:21:55.200,2015-09-24 15:22:08.000,SPADES_1,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:22:08.000,2015-09-24 15:22:08.000,2015-09-24 15:22:20.800,SPADES_1,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:22:20.800,2015-09-24 15:22:20.800,2015-09-24 15:22:33.600,SPADES_1,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:22:33.600,2015-09-24 15:22:33.600,2015-09-24 15:22:46.400,SPADES_1,frisbee walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:22:46.400,2015-09-24 15:22:46.400,2015-09-24 15:22:59.200,SPADES_1,walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:22:59.200,2015-09-24 15:22:59.200,2015-09-24 15:23:12.000,SPADES_1,walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:23:12.000,2015-09-24 15:23:12.000,2015-09-24 15:23:24.800,SPADES_1,walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:23:24.800,2015-09-24 15:23:24.800,2015-09-24 15:23:37.600,SPADES_1,walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:23:37.600,2015-09-24 15:23:37.600,2015-09-24 15:23:50.400,SPADES_1,standing walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:23:50.400,2015-09-24 15:23:50.400,2015-09-24 15:24:03.200,SPADES_1,sitting standing walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:24:03.200,2015-09-24 15:24:03.200,2015-09-24 15:24:16.000,SPADES_1,phone talking sitting stairs up walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:24:16.000,2015-09-24 15:24:16.000,2015-09-24 15:24:28.800,SPADES_1,phone talking stairs up walking,Walking upstairs,Unknown,Unknown,Unknown,Ambulation,Walking upstairs,Ambulation,Unknown
2015-09-24 15:24:28.800,2015-09-24 15:24:28.800,2015-09-24 15:24:41.600,SPADES_1,phone talking stairs up walking,Walking upstairs,Unknown,Unknown,Unknown,Ambulation,Walking upstairs,Ambulation,Unknown
2015-09-24 15:24:41.600,2015-09-24 15:24:41.600,2015-09-24 15:24:54.400,SPADES_1,phone talking stairs up walking,Walking upstairs,Unknown,Unknown,Unknown,Ambulation,Walking upstairs,Ambulation,Unknown
2015-09-24 15:24:54.400,2015-09-24 15:24:54.400,2015-09-24 15:25:07.200,SPADES_1,phone talking stairs up walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:25:07.200,2015-09-24 15:25:07.200,2015-09-24 15:25:20.000,SPADES_1,stairs up walking,Walking upstairs,Unknown,Unknown,Unknown,Ambulation,Walking upstairs,Ambulation,Unknown
2015-09-24 15:25:20.000,2015-09-24 15:25:20.000,2015-09-24 15:25:32.800,SPADES_1,stairs up walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:25:32.800,2015-09-24 15:25:32.800,2015-09-24 15:25:45.600,SPADES_1,standing walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:25:45.600,2015-09-24 15:25:45.600,2015-09-24 15:25:58.400,SPADES_1,drink standing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:25:58.400,2015-09-24 15:25:58.400,2015-09-24 15:26:11.200,SPADES_1,drink standing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:26:11.200,2015-09-24 15:26:11.200,2015-09-24 15:26:24.000,SPADES_1,standing,Self-selected free standing,Self-selected free standing,Upright,Standing,Upright Movement,Self-selected free standing,Others,Free-stand
2015-09-24 15:26:24.000,2015-09-24 15:26:24.000,2015-09-24 15:26:36.800,SPADES_1,bag standing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:26:36.800,2015-09-24 15:26:36.800,2015-09-24 15:26:49.600,SPADES_1,bag standing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:26:49.600,2015-09-24 15:26:49.600,2015-09-24 15:27:02.400,SPADES_1,bag down stairs standing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:27:02.400,2015-09-24 15:27:02.400,2015-09-24 15:27:15.200,SPADES_1,bag down stairs standing walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:27:15.200,2015-09-24 15:27:15.200,2015-09-24 15:27:28.000,SPADES_1,bag down stairs walking,Walking downstairs,Unknown,Unknown,Unknown,Ambulation,Walking downstairs,Ambulation,Unknown
2015-09-24 15:27:28.000,2015-09-24 15:27:28.000,2015-09-24 15:27:40.800,SPADES_1,bag down stairs walking,Walking downstairs,Unknown,Unknown,Unknown,Ambulation,Walking downstairs,Ambulation,Unknown
2015-09-24 15:27:40.800,2015-09-24 15:27:40.800,2015-09-24 15:27:53.600,SPADES_1,bag down stairs walking,Walking downstairs,Unknown,Unknown,Unknown,Ambulation,Walking downstairs,Ambulation,Unknown
2015-09-24 15:27:53.600,2015-09-24 15:27:53.600,2015-09-24 15:28:06.400,SPADES_1,bag down outdoors stairs walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-09-24 15:28:06.400,2015-09-24 15:28:06.400,2015-09-24 15:28:19.200,SPADES_1,bag outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:28:19.200,2015-09-24 15:28:19.200,2015-09-24 15:28:32.000,SPADES_1,bag outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:28:32.000,2015-09-24 15:28:32.000,2015-09-24 15:28:44.800,SPADES_1,bag outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:28:44.800,2015-09-24 15:28:44.800,2015-09-24 15:28:57.600,SPADES_1,bag outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:28:57.600,2015-09-24 15:28:57.600,2015-09-24 15:29:10.400,SPADES_1,bag outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:29:10.400,2015-09-24 15:29:10.400,2015-09-24 15:29:23.200,SPADES_1,bag outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
